,item_id,año
88706,901399.0,2010
88707,43500.0,2010
88708,45302.0,2010
88709,40930.0,2010
88710,39640.0,2003
88711,39630.0,2001
88712,23150.0,2010
88713,50940.0,2006
88714,50920.0,2008
88715,34178.0,2010
88716,37340.0,2008
88717,37390.0,2009
88718,37310.0,2009
88719,37360.0,2007
88720,49000.0,2009
88721,37330.0,2010
88722,37320.0,2008
88723,37370.0,2007
88724,37380.0,2009
88725,19080.0,2010
88726,31700.0,2008
88727,19030.0,2010
88728,50820.0,2010
88729,49800.0,2010
88730,33650.0,2010
88731,901478.0,2010
88732,33660.0,2010
88733,34281.0,2010
88734,34272.0,2010
88735,34270.0,2010
88736,34276.0,2010
88737,34274.0,2010
88738,34275.0,2010
88739,34277.0,2010
88740,34273.0,2010
88741,34280.0,2010
88742,34278.0,2010
88743,34282.0,2010
88744,34279.0,2010
88745,34010.0,2010
88746,22610.0,2010
88747,22440.0,2010
88748,18508.0,2010
88749,22430.0,2010
88750,22410.0,2010
88751,22420.0,2010
88752,630.0,2010
88753,22400.0,2010
88754,24780.0,2003
88755,33670.0,2010
88756,40420.0,2010
88757,34920.0,2010
88758,48136.0,2010
88759,46720.0,2008
88760,28000.0,2010
88761,39680.0,2010
88762,25962.0,2010
88763,24634.0,2010
88764,63900.0,2010
88765,50130.0,2011
88766,24075.0,2010
88767,47540.0,2010
88768,50510.0,2010
88769,25760.0,2010
88770,25763.0,2010
88771,25762.0,2010
88772,25764.0,2010
88773,42980.0,2010
88774,48800.0,2010
88775,22600.0,2010
88776,46770.0,2010
88777,65700.0,2010
88778,42960.0,2010
88779,27930.0,2010
88780,25761.0,2010
88781,28010.0,2010
88782,28012.0,2010
88783,24640.0,2010
88784,28011.0,2010
88785,4850.0,2002
88786,57640.0,2010
88787,62100.0,2010
88788,50145.0,2010
88789,34841.0,2010
88790,70300.0,2010
88791,48137.0,2010
88792,57300.0,2010
88793,70400.0,2010
88794,46600.0,2010
88795,34314.0,2010
88796,34310.0,2010
88797,70100.0,2010
88798,70110.0,2010
88799,38600.0,2010
88800,57620.0,2010
88801,34284.0,2010
88802,63910.0,2010
88803,24082.0,2010
88804,8930.0,2010
88805,49310.0,2010
88806,41060.0,2002
88807,70900.0,2010
88808,9940.0,2010
88809,22650.0,2010
88810,901553.0,2010
88811,50620.0,2010
88812,2840.0,1999
88813,42920.0,2010
88814,29700.0,2007
88815,2850.0,2000
88817,70200.0,2010
88818,70210.0,2010
88821,47790.0,2010
88822,46450.0,2010
88823,45750.0,2010
88824,57800.0,2010
88825,22380.0,2010
88826,67000.0,2010
88827,80300.0,2010
88828,50000.0,2010
88829,16868.0,2010
88830,18040.0,2010
88831,71115.0,2010
88832,34317.0,2010
88833,71114.0,2010
88834,71112.0,2010
88835,71113.0,2010
88836,71111.0,2010
88837,71110.0,2010
88838,34319.0,2010
88839,34318.0,2010
88840,34316.0,2010
88841,34315.0,2010
88842,6120.0,2010
88843,35460.0,2010
88844,32500.0,2010
88845,62000.0,2010
88846,33570.0,2010
88847,63700.0,2010
88848,46362.0,2010
88849,49320.0,2010
88850,72400.0,2010
88851,42964.0,2010
88852,43011.0,2010
88853,33980.0,2010
88854,65710.0,2009
88855,33990.0,2010
88856,33950.0,2007
88857,65400.0,2010
88858,42700.0,2010
88859,38923.0,2010
88860,72500.0,2010
88861,15740.0,2010
88862,38924.0,2010
88863,15750.0,2010
88864,45500.0,2010
88865,31290.0,2010
88866,12100.0,2002
88867,12120.0,2005
88868,35135.0,2011
88869,35137.0,2011
88870,35138.0,2011
88871,35136.0,2011
88872,12110.0,2003
88873,33390.0,2011
88874,92300.0,2011
88875,80000.0,2011
88876,47780.0,2011
88877,51060.0,2011
88878,65080.0,2011
88879,71168.0,2011
88880,63200.0,2011
88881,60340.0,2011
88882,71116.0,2011
88883,71161.0,2011
88884,71119.0,2011
88885,71118.0,2011
88886,71117.0,2011
88887,71166.0,2011
88888,71165.0,2011
88889,71163.0,2011
88890,71164.0,2011
88891,71162.0,2011
88892,71160.0,2011
88893,71120.0,2011
88894,47890.0,2009
88895,48802.0,2011
88896,47896.0,2010
88897,47892.0,2009
88898,47894.0,2010
88899,47893.0,2010
88900,47895.0,2010
88901,42000.0,2011
88902,47570.0,2011
88903,47897.0,2011
88904,57700.0,2011
88905,63660.0,2011
88906,90504.0,2011
88907,7520.0,2011
88908,99200.0,2011
88910,24449.0,2011
88911,41814.0,2011
88912,42925.0,2011
88913,57650.0,2011
88914,40407.0,2011
88915,33770.0,2011
88916,47800.0,2011
88917,18408.0,2011
88918,63710.0,2011
88919,55100.0,2011
88920,80200.0,2011
88921,92400.0,2011
88922,56436.0,2011
88923,56435.0,2011
88924,56433.0,2011
88925,56432.0,2011
88926,56431.0,2011
88927,39120.0,2013
88928,56437.0,2011
88929,94000.0,2011
88930,56434.0,2011
88931,92700.0,2011
88932,73012.0,2011
88933,48803.0,2011
88934,56536.0,2011
88935,44620.0,2011
88936,91200.0,2011
88937,46790.0,2010
88938,73170.0,2011
88939,57655.0,2011
88940,70000.0,2011
88941,57730.0,2011
88942,620.0,2011
88943,42918.0,2011
88944,91600.0,2011
88945,73020.0,2011
88946,56482.0,2011
88947,56438.0,2011
88948,56481.0,2011
88949,98200.0,2011
88950,56480.0,2011
88951,72905.0,2011
88952,22450.0,2011
88953,42140.0,2011
88954,47898.0,2011
88955,73181.0,2011
88956,73031.0,2011
88957,9992.0,2011
88958,46490.0,2009
88959,46480.0,2005
88960,42718.0,2011
88961,39160.0,2011
88962,57900.0,2011
88963,102700.0,2011
88964,9880.0,2009
88965,99900.0,2011
88966,22520.0,2011
88967,73014.0,2011
88968,7530.0,2011
88969,95700.0,2011
88970,49470.0,2011
88971,91810.0,2011
88972,49604.0,2011
88973,98210.0,2011
88974,97000.0,2011
88975,46760.0,2011
88976,46830.0,2011
88977,73035.0,2011
88978,46840.0,2011
88979,21100.0,2011
88980,73037.0,2011
88981,73036.0,2011
88982,24635.0,2011
88983,901679.0,2011
88984,25810.0,2011
88985,99100.0,2011
88986,44660.0,2011
88987,90209.0,2011
88988,25809.0,2011
88989,42903.0,2011
88990,22631.0,2011
88991,22634.0,2011
88992,22633.0,2011
88993,57656.0,2011
88994,22632.0,2011
88995,94590.0,2011
88996,35425.0,2011
88997,73192.0,2011
88998,105700.0,2011
88999,72750.0,2011
89000,56538.0,2011
89001,63950.0,2011
89002,61100.0,2011
89003,65228.0,2011
89004,55205.0,2011
89005,102200.0,2011
89006,64013.0,2011
89007,15522.0,2011
89008,63802.0,2011
89009,92302.0,2011
89010,73183.0,2011
89011,42210.0,2010
89012,65790.0,2011
89013,92803.0,2011
89014,57690.0,2011
89015,42220.0,2011
89016,42230.0,2010
89017,111000.0,2011
89018,73193.0,2011
89019,38740.0,2011
89020,99612.0,2011
89021,99614.0,2011
89022,91604.0,2011
89023,70120.0,2011
89024,107200.0,2011
89025,97108.0,2011
89026,97106.0,2011
89027,97107.0,2011
89028,56487.0,2011
89029,72760.0,2011
89030,99910.0,2011
89031,18070.0,2011
89032,55150.0,2011
89033,63940.0,2011
89034,98400.0,2012
89035,73194.0,2011
89036,46520.0,2011
89037,22230.0,2011
89038,35450.0,2011
89039,33420.0,2011
89040,73185.0,2011
89041,49473.0,2011
89042,73210.0,2011
89043,110600.0,2011
89044,200080.0,2010
89045,200440.0,2011
89046,111400.0,2011
89047,57923.0,2011
89048,48220.0,2011
89049,9420.0,2011
89050,113200.0,2011
89051,90208.0,2011
89052,200230.0,2011
89053,9350.0,2007
89054,901776.0,2011
89055,201100.0,2011
89056,80202.0,2011
89057,80204.0,2011
89058,34842.0,2011
89059,95900.0,2011
89060,80207.0,2011
89061,45770.0,2011
89062,18080.0,2011
89063,200670.0,2011
89064,108210.0,2011
89065,65231.0,2011
89066,115100.0,2011
89067,47930.0,2011
89068,41816.0,2011
89069,201480.0,2011
89070,200910.0,2011
89071,200130.0,2011
89072,201490.0,2011
89073,65610.0,2011
89074,43190.0,2011
89075,102622.0,2011
89076,39270.0,2011
89077,24200.0,2011
89078,55370.0,2011
89079,57696.0,2011
89080,71340.0,2011
89081,202670.0,2011
89082,102623.0,2011
89083,115300.0,2011
89084,110800.0,2011
89085,110810.0,2011
89086,64016.0,2011
89087,94203.0,2011
89088,94202.0,2011
89089,202520.0,2011
89090,202523.0,2011
89091,202521.0,2011
89092,61310.0,2011
89093,73092.0,2011
89094,91100.0,2011
89095,73091.0,2011
89096,34345.0,2011
89097,201272.0,2011
89098,73058.0,2011
89099,25812.0,2011
89100,25811.0,2011
89101,46350.0,2010
89102,200880.0,2011
89103,202200.0,2011
89104,24083.0,2011
89105,113400.0,2011
89106,80340.0,2012
89107,200870.0,2011
89108,64017.0,2011
89109,35429.0,2011
89110,201510.0,2011
89111,201877.0,2011
89112,203700.0,2011
89113,57695.0,2011
89114,23530.0,2011
89115,49475.0,2011
89116,55344.0,2011
89117,55341.0,2011
89118,98820.0,2011
89119,55340.0,2011
89120,49337.0,2011
89121,55343.0,2011
89122,91616.0,2011
89123,201310.0,2011
89124,35720.0,2013
89125,204381.0,2011
89126,204010.0,2011
89127,111403.0,2011
89128,203990.0,2011
89129,204030.0,2011
89130,200620.0,2011
89131,202452.0,2011
89132,204380.0,2011
89133,55395.0,2011
89134,200610.0,2011
89135,55471.0,2011
89136,55473.0,2011
89137,55472.0,2011
89138,55470.0,2011
89139,55347.0,2011
89140,23553.0,2011
89141,23552.0,2011
89142,23551.0,2011
89143,200890.0,2011
89144,200860.0,2011
89145,23550.0,2011
89146,200390.0,2012
89147,65244.0,2012
89148,24480.0,2012
89149,24488.0,2012
89150,204340.0,2005
89151,203510.0,2012
89152,9900.0,2010
89153,204386.0,2012
89154,204385.0,2012
89155,57740.0,2012
89156,204390.0,2012
89157,42968.0,2012
89158,105800.0,2012
89159,105802.0,2012
89160,111100.0,2012
89161,203210.0,2012
89162,45773.0,2012
89163,45774.0,2012
89164,205160.0,2012
89165,203770.0,2012
89166,203772.0,2012
89167,203773.0,2012
89168,92620.0,2012
89169,205120.0,2012
89170,108710.0,2012
89171,24065.0,2010
89172,73039.0,2012
89173,10220.0,2011
89174,108110.0,2012
89175,65302.0,2012
89176,200210.0,2012
89177,42905.0,2012
89178,55381.0,2012
89179,204440.0,2012
89180,205690.0,2012
89181,201882.0,2012
89182,207490.0,2012
89183,206760.0,2012
89184,206521.0,2012
89185,65249.0,2012
89186,206710.0,2012
89187,108500.0,2012
89188,206690.0,2012
89189,205830.0,2012
89190,108726.0,2012
89191,47932.0,2012
89192,115110.0,2012
89193,203560.0,2012
89194,65246.0,2012
89195,65253.0,2012
89196,207420.0,2012
89197,73060.0,2012
89198,207790.0,2012
89199,207710.0,2012
89200,204388.0,2012
89201,71167.0,2012
89202,204382.0,2012
89203,207250.0,2012
89204,208110.0,2012
89205,208540.0,2012
89206,19320.0,2012
89207,207320.0,2012
89208,65733.0,2012
89209,204180.0,2012
89210,55382.0,2012
89211,110630.0,2012
89212,102850.0,2012
89213,102510.0,2012
89214,201271.0,2012
89215,205840.0,2012
89216,109500.0,2012
89217,206416.0,2012
89218,208630.0,2012
89219,208640.0,2012
89220,205630.0,2012
89221,206610.0,2012
89222,65252.0,2012
89223,208541.0,2012
89224,202310.0,2012
89225,202690.0,2012
89226,204560.0,2012
89227,65255.0,2012
89228,207430.0,2012
89229,202524.0,2012
89230,213530.0,2012
89231,213390.0,2012
89232,280720.0,2014
89233,202370.0,2012
89234,206881.0,2012
89235,40390.0,2012
89236,204383.0,2012
89237,40391.0,2012
89238,40392.0,2012
89239,203750.0,2012
89240,209370.0,2012
89241,98300.0,2012
89242,209373.0,2012
89243,201277.0,2012
89244,55397.0,2012
89245,211204.0,2012
89246,211203.0,2012
89247,211207.0,2012
89248,211206.0,2012
89249,211205.0,2012
89250,211208.0,2012
89251,91609.0,2012
89252,65258.0,2012
89253,108232.0,2012
89254,211209.0,2012
89255,206714.0,2012
89256,203344.0,2012
89257,41014.0,2010
89258,41019.0,2012
89259,210230.0,2012
89260,211800.0,2012
89261,65256.0,2012
89262,65218.0,2012
89263,209100.0,2012
89264,211010.0,2012
89265,205530.0,2012
89266,90207.0,2012
89267,108230.0,2012
89268,108200.0,2012
89269,208281.0,2012
89270,208284.0,2012
89271,207350.0,2012
89272,208545.0,2012
89273,213370.0,2012
89274,204100.0,2012
89275,203766.0,2012
89276,203765.0,2012
89277,204182.0,2012
89278,98821.0,2012
89279,212500.0,2012
89280,209790.0,2012
89281,207080.0,2012
89282,42170.0,2012
89283,213330.0,2012
89284,204900.0,2012
89285,212160.0,2012
89286,210561.0,2012
89287,42696.0,2012
89288,213030.0,2012
89289,203830.0,2012
89290,213195.0,2012
89291,206480.0,2012
89292,212630.0,2012
89293,210893.0,2012
89294,203778.0,2012
89295,200010.0,2012
89296,17080.0,2012
89297,210933.0,2012
89298,214170.0,2002
89299,210892.0,2012
89300,92622.0,2012
89301,205550.0,2012
89302,204384.0,2012
89303,1840.0,2012
89304,97368.0,2012
89305,97364.0,2012
89306,210041.0,2012
89307,97371.0,2012
89308,97369.0,2012
89309,98421.0,2012
89310,206522.0,2012
89311,210056.0,2012
89312,210057.0,2012
89313,210062.0,2012
89314,210055.0,2012
89315,48231.0,2012
89316,210039.0,2012
89317,210038.0,2012
89318,210037.0,2012
89319,210036.0,2012
89320,210035.0,2012
89321,210052.0,2012
89322,210043.0,2012
89323,210064.0,2012
89324,210063.0,2012
89325,210065.0,2012
89326,210067.0,2012
89327,210066.0,2012
89328,210069.0,2012
89329,210072.0,2012
89330,210073.0,2012
89331,213350.0,2012
89332,20828.0,2012
89333,215200.0,2012
89334,214980.0,2012
89335,215160.0,2012
89336,215000.0,2012
89337,210068.0,2012
89338,207650.0,2012
89339,207380.0,2012
89340,207655.0,2012
89341,207400.0,2012
89342,108233.0,2012
89343,108700.0,2012
89344,208355.0,2012
89345,215243.0,2012
89346,208365.0,2012
89347,210931.0,2012
89348,209270.0,2012
89349,208283.0,2012
89350,115120.0,2012
89351,215241.0,2012
89352,215240.0,2012
89353,202181.0,2012
89354,212010.0,2012
89355,730.0,2012
89357,208580.0,2005
89358,217290.0,2010
89359,207670.0,2012
89360,208292.0,2012
89361,208341.0,2012
89362,208342.0,2012
89363,216458.0,2012
89364,216454.0,2012
89365,216447.0,2012
89366,216449.0,2012
89367,216444.0,2012
89368,72000.0,2012
89369,216455.0,2012
89370,216434.0,2012
89371,216432.0,2012
89372,216433.0,2012
89373,216448.0,2012
89374,216431.0,2012
89375,216461.0,2012
89376,216462.0,2012
89377,206450.0,2012
89378,200260.0,2012
89379,206440.0,2011
89380,214970.0,2012
89381,216468.0,2012
89382,61730.0,2012
89383,214981.0,2012
89384,33934.0,2012
89385,205950.0,2012
89386,97350.0,2012
89387,204312.0,2012
89388,204310.0,2012
89389,204308.0,2012
89390,204309.0,2012
89391,204307.0,2012
89392,204304.0,2012
89393,48232.0,2012
89394,210016.0,2012
89395,210018.0,2012
89396,210017.0,2012
89397,210012.0,2012
89398,210019.0,2012
89399,210013.0,2012
89400,58648.0,2012
89401,205650.0,2012
89402,214570.0,2012
89403,65740.0,2012
89404,100980.0,2012
89405,205063.0,2012
89406,209670.0,2012
89407,217962.0,2012
89408,205060.0,2012
89409,213230.0,2012
89410,97380.0,2012
89411,97384.0,2012
89412,97385.0,2012
89413,97389.0,2012
89414,97381.0,2012
89415,206146.0,2012
89416,97388.0,2012
89417,97382.0,2012
89418,215510.0,2012
89419,208200.0,2012
89420,207870.0,2012
89421,215247.0,2012
89422,215246.0,2012
89423,222680.0,2012
89424,210901.0,2012
89425,206141.0,2012
89426,206120.0,2012
89427,206133.0,2012
89428,206119.0,2012
89429,206117.0,2012
89430,206114.0,2012
89431,206113.0,2012
89432,206106.0,2012
89433,206111.0,2012
89434,206131.0,2012
89435,206144.0,2012
89436,206094.0,2012
89437,206156.0,2012
89438,206123.0,2012
89439,206122.0,2012
89440,206107.0,2012
89441,206102.0,2012
89442,206148.0,2012
89443,206142.0,2012
89444,206160.0,2012
89445,206140.0,2012
89446,206155.0,2012
89447,206101.0,2012
89448,206095.0,2012
89449,206099.0,2012
89450,205190.0,2012
89451,219910.0,2012
89452,218090.0,2012
89453,215470.0,2012
89454,206151.0,2012
89455,206118.0,2012
89456,223220.0,2012
89457,205632.0,2012
89458,200370.0,2012
89459,209811.0,2012
89460,219150.0,2012
89461,215120.0,2012
89462,215245.0,2012
89463,215248.0,2012
89464,204734.0,2012
89465,209080.0,2012
89466,4720.0,2006
89467,219760.0,2004
89468,73120.0,2012
89469,219780.0,2012
89470,206174.0,2012
89471,206175.0,2012
89472,223470.0,2003
89473,216330.0,2012
89474,203680.0,2012
89475,220740.0,2012
89476,216130.0,2012
89477,113405.0,2012
89478,208830.0,2012
89479,200188.0,2012
89480,205541.0,2012
89481,207040.0,2012
89482,223730.0,2012
89483,222140.0,2012
89484,200490.0,2012
89485,215309.0,2012
89486,215303.0,2012
89487,215311.0,2012
89488,202970.0,2012
89489,202193.0,2012
89490,215253.0,2012
89491,220803.0,2012
89492,216331.0,2012
89493,220805.0,2012
89494,220804.0,2012
89495,220806.0,2012
89496,220807.0,2012
89497,215930.0,2004
89498,216414.0,2012
89499,216413.0,2012
89500,216412.0,2012
89501,216421.0,2012
89502,216417.0,2012
89503,216420.0,2012
89504,223593.0,2012
89505,223592.0,2012
89506,223594.0,2012
89507,208833.0,2012
89508,208842.0,2012
89509,208834.0,2012
89510,208841.0,2012
89511,200185.0,2012
89512,208361.0,2012
89513,223510.0,2012
89514,209201.0,2012
89515,225020.0,2012
89516,209190.0,2012
89517,44690.0,2005
89518,24676.0,2012
89519,221830.0,2012
89520,227000.0,2012
89521,222222.0,2012
89522,222221.0,2012
89523,212200.0,2012
89524,209950.0,2012
89525,224300.0,2003
89526,224920.0,2012
89527,224940.0,2001
89528,208319.0,2012
89529,224900.0,2012
89530,208491.0,2012
89531,215972.0,2012
89532,222061.0,2012
89533,105000.0,2012
89534,222058.0,2012
89535,219950.0,2012
89536,65216.0,2011
89537,226350.0,2012
89538,214987.0,2012
89539,214988.0,2012
89540,209460.0,2012
89541,205634.0,2012
89542,222066.0,2012
89543,222065.0,2012
89544,222063.0,2012
89545,222062.0,2012
89546,207660.0,2012
89547,225640.0,2012
89548,65239.0,2012
89549,209801.0,2012
89550,218700.0,2013
89551,220813.0,2013
89552,220812.0,2013
89553,211280.0,2013
89554,220811.0,2013
89555,70616.0,2013
89556,222545.0,2013
89557,215710.0,2013
89558,203060.0,2013
89559,228600.0,2013
89560,41817.0,2013
89561,222076.0,2013
89562,226370.0,2013
89563,219136.0,2013
89564,225821.0,2013
89565,225822.0,2013
89566,22521.0,2013
89567,225823.0,2013
89568,225826.0,2013
89569,225828.0,2013
89570,225825.0,2013
89571,209545.0,2013
89572,209540.0,2013
89573,221810.0,2013
89574,228400.0,2013
89575,219152.0,2013
89576,220440.0,2013
89577,18523.0,2013
89578,227800.0,2013
89579,230760.0,2013
89581,206718.0,2013
89582,222083.0,2013
89583,222086.0,2013
89584,222084.0,2013
89585,222085.0,2013
89586,222087.0,2013
89587,210085.0,2013
89588,210084.0,2013
89589,210083.0,2013
89590,231140.0,2013
89591,210087.0,2013
89592,210113.0,2013
89593,226390.0,2013
89594,224820.0,2013
89595,215373.0,2013
89596,228320.0,2013
89597,209850.0,2013
89598,222093.0,2013
89599,222095.0,2013
89600,222094.0,2013
89601,227760.0,2013
